G1,G2,G3,G4,G5,G7,G9,G10,G11,G12,G15,G16,G22,G23,G24,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G74,G75,G76,G77,G78,G79,G80,G81,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99,G100,G101,G102,G103,G104,G105,G106,G107,G112,G113,G114,G115,G120,G121,G122,G123,G128,G129,G130,G131,G136,G137,G138,G139,G140,G141,G142,G143,G144,G145,G146,G147,G148,G149,G150,G151,G152,G153,G154,G155,G156,G157,G158,G159,G160,G161,G162,G163,G164,G165,G166,G167,G168,G169,G170,G171,G172,G173,G174,G175,G176,G177,G178,G179,G180,G181,G182,G183,G184,G185,G186,G188,G191,G206,G210,G211,G212,G213,G214,G215,G216,G217,G218,G219,G220,G221,G222,G223,G227,G228,G231,G232,G233,G234,G235,G236,G237,G238,G239,G240,G241,G242,G243,G244,G245,G246,G247,G251,G252,G256,G257,G258,G259,G260,G261,G262,G263,G264,G265,G266,G267,G268,P
Larangan,Grujugan,"1,25","3,06",107,1.0,"2,0","2,0","11,0","1,0",0.0,4,4.0,1.0,7.0,1.152,1.294,2446.0,"89,0",2446.0,729.0,"1.956,8","3,4",166.0,162.0,166.0,149.0,172.0,204.0,186.0,202.0,202.0,192.0,150,154,150,191,2446.0,1.194,1.298,2.492,"92,0",155.0,180.0,165.0,140.0,154.0,190.0,168,212,190.0,201.0,737.0,1,0,1,0,1,1,0,0,0,0,2,2,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,2,0,0,2,1.0,6.0,9.0,102.0,0.0,0.0,0.0,0.0,1.0,3.0,7.5,53.0,0.0,0.0,0.0,0.0,1.0,3.0,12.0,67.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,,,,84.0,41,125.0,"67,20",27,58.0,85.0,"31,76",17,0.0,0.0,10.0,27.0,129.0,140.0,,,,616.0,0,0,616.0,0,0,0,0,1,12,1,7,0,0,,1,,1,0,5,2,4,4,0,0,0,0,0,1,0,"  92,33 "
Larangan,Blumbungan,"11,35","27,78",133,1.0,"5,0","2,0","7,5","3,5",1.0,16,16.0,1.0,9.0,8.863,9.438,18301.0,"93,9",18301.0,4.64,"1.612,4","3,9",1345.0,1404.0,1539.0,1559.0,1587.0,1444.0,1548.0,1434.0,1259.0,1246.0,1023,935,739,1239,18301.0,9.027,9.514,18.541,"94,9",1215.0,1528.0,1447.0,1108.0,1337.0,1329.0,1449,1555,1661.0,1382.0,4530.0,5,3,8,0,9,9,1,4,5,0,7,7,0,2,2,0,7,7,0,3,3,0,0,0,1,1,1,1,0,0,0,2,5.0,36.0,75.0,794.0,3.0,15.0,24.0,160.0,4.0,15.0,29.0,280.0,2.0,6.0,10.0,140.0,3.0,11.0,20.0,176.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,1,1,1,4,4,1,1,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,,,,684.0,442,1.126,"60,75",36,646.0,682.0,"5,28",1,0.0,0.0,35.0,36.0,129.0,140.0,,,,1.506,0,0,1.506,1,1,1,1,2,256,2,84,0,0,,1,,1,5,5,1,1,4,1,0,0,0,0,1,0,"  83,15 "
Larangan,Larangan Luar,"6,22","15,22",138,1.0,"2,0","3,0","12,0","5,0",2.0,14,14.0,1.0,9.0,3.415,3.853,7268.0,"88,6",7268.0,2.505,"1.168,5","2,9",444.0,506.0,529.0,473.0,525.0,597.0,498.0,553.0,540.0,539.0,533,452,413,666,7268.0,3.712,4.118,7.83,"90,1",257.0,289.0,304.0,234.0,317.0,344.0,272,300,343.0,321.0,1340.0,2,1,3,0,4,4,1,1,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2,2,2.0,13.0,25.0,275.0,1.0,6.0,8.0,104.0,1.0,3.0,8.0,65.0,1.0,3.0,5.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,4,1,4,4,4,4,4,4,4,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,,,,374.0,248,622.0,"60,13",29,345.0,374.0,"7,75",3,0.0,0.0,26.0,29.0,129.0,140.0,,,,2.604,0,0,2.604,0,0,1,0,0,30,0,13,0,0,,1,,1,3,5,2,4,4,1,0,0,1,0,1,0,"  90,41 "
Larangan,Larangan Dalam,"1,98","4,85",136,1.0,"2,0","1,7","17,0","4,0",1.0,9,9.0,1.0,9.0,2.094,2.309,4403.0,"90,7",4403.0,1.491,"2.223,7","3,0",312.0,289.0,317.0,322.0,326.0,302.0,314.0,328.0,378.0,324.0,292,291,220,388,4403.0,2.058,2.263,4.321,"90,9",430.0,576.0,495.0,429.0,527.0,573.0,542,647,596.0,599.0,2416.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2.0,12.0,25.0,268.0,0.0,0.0,0.0,0.0,1.0,3.0,7.5,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1,4,4,4,4,1,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,,,,146.0,52,198.0,"73,74",0,147.0,147.0,"0,00",0,0.0,0.0,0.0,0.0,129.0,140.0,,,,1.067,0,0,1.067,0,0,0,0,0,15,1,18,0,0,,1,,1,1,5,2,4,4,0,0,0,0,1,2,0,"  85,93 "
Larangan,Panaguan,"2,02","4,94",128,1.0,"2,0","1,3","13,0","3,5",1.0,10,10.0,1.0,7.0,1.249,1.469,2718.0,"85,0",2718.0,1.151,"1.345,5","2,4",154.0,178.0,192.0,159.0,194.0,172.0,203.0,239.0,217.0,196.0,183,188,164,279,2718.0,1.294,1.467,2.761,"88,2",148.0,177.0,191.0,155.0,204.0,179.0,174,174,192.0,253.0,914.0,1,0,1,0,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,2,0,2,2,1.0,6.0,12.0,172.0,0.0,0.0,0.0,0.0,1.0,3.0,7.5,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,1,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,,,,145.0,57,202.0,"71,78",140,6.0,146.0,"95,89",80,0.0,0.0,60.0,140.0,129.0,140.0,,,,1.147,0,0,1.147,0,0,0,0,0,20,0,18,0,0,,1,,1,0,5,3,4,4,0,0,0,0,0,3,0,"  90,82 "
Larangan,Montok,"3,50","8,57",124,1.0,"5,0","5,3","16,0","2,0",1.0,8,8.0,1.0,9.0,1.427,1.687,3114.0,"84,6",3114.0,994.0,"889,7","3,1",207.0,227.0,225.0,207.0,174.0,191.0,228.0,249.0,253.0,217.0,194,216,185,341,3114.0,1.537,1.718,3.255,"89,5",153.0,195.0,239.0,226.0,245.0,203.0,176,225,246.0,282.0,1065.0,3,0,3,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,2,2,3.0,18.0,34.0,277.0,0.0,0.0,0.0,0.0,1.0,3.0,7.5,53.0,1.0,3.0,10.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1,1,1,4,4,4,1,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,,,,245.0,121,366.0,"66,94",128,117.0,245.0,"52,24",88,0.0,0.0,40.0,128.0,129.0,140.0,,,,513.0,0,0,513.0,0,0,0,0,0,20,1,32,0,0,,1,,1,2,3,2,4,4,0,0,0,1,0,0,0,"  91,51 "
Larangan,Kaduara Barat,"3,08","7,54",80,1.0,"8,0","7,0","17,0","3,0",0.0,10,10.0,1.0,9.0,1.998,2.225,4223.0,"89,8",4223.0,1.689,"1.371,1","2,5",264.0,290.0,309.0,277.0,270.0,254.0,309.0,341.0,292.0,307.0,310,293,240,467,4223.0,2.088,2.309,4.397,"90,4",255.0,273.0,289.0,267.0,338.0,296.0,278,257,326.0,380.0,1438.0,2,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,2,0,0,2,2.0,12.0,19.0,226.0,0.0,0.0,0.0,0.0,1.0,3.0,7.5,53.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,61.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,4,4,4,4,4,1,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,,,,237.0,71,308.0,"76,95",5,222.0,227.0,"2,20",0,0.0,0.0,5.0,5.0,129.0,140.0,,,,521.0,0,0,521.0,0,0,2,0,1,50,0,15,0,0,,1,,1,5,5,1,4,4,0,0,0,0,0,0,0,"  88,71 "
Larangan,Lancar,"1,85","4,53",122,1.0,"6,0","5,0","17,0","3,0",0.0,6,6.0,1.0,6.0,829.0,902.0,1731.0,"91,9",1731.0,629.0,"935,7","2,8",111.0,114.0,103.0,134.0,111.0,105.0,135.0,136.0,146.0,136.0,122,147,78,153,1731.0,877.0,936.0,1.813,"93,7",86.0,121.0,127.0,97.0,121.0,134.0,118,120,153.0,141.0,595.0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2,2,1.0,6.0,10.0,89.0,0.0,0.0,0.0,0.0,1.0,3.0,7.5,53.0,1.0,3.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,,,,145.0,34,179.0,"81,01",46,108.0,154.0,"29,87",36,0.0,0.0,10.0,46.0,129.0,140.0,,,,358.0,0,0,358.0,0,0,0,0,0,11,0,5,0,0,,1,,1,0,3,2,4,4,0,0,0,0,0,1,0,"  91,27 "
Larangan,Taraban,"1,19","2,91",129,1.0,"7,0","7,6","16,0","4,0",1.0,5,5.0,1.0,5.0,613.0,711.0,1324.0,"86,2",1324.0,554.0,"1.112,6","2,4",88.0,76.0,79.0,68.0,81.0,96.0,107.0,89.0,94.0,101.0,96,124,67,158,1324.0,712.0,810.0,1.522,"87,9",80.0,88.0,106.0,70.0,105.0,93.0,101,116,128.0,109.0,526.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,1.0,6.0,10.0,80.0,0.0,0.0,0.0,0.0,1.0,3.0,7.5,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,3,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,,,,91.0,27,118.0,"77,12",25,65.0,90.0,"27,78",20,0.0,0.0,5.0,25.0,129.0,140.0,,,,372.0,0,0,372.0,0,0,0,0,0,6,0,5,0,0,,1,,1,1,5,2,4,4,0,0,0,0,0,1,0,"  97,29 "
Larangan,Duko Timur,"3,25","7,95",131,1.0,"7,0","6,8","18,0","4,0",1.0,9,9.0,1.0,7.0,1.245,1.387,2632.0,"89,8",2632.0,879.0,"809,8","3,0",174.0,198.0,189.0,206.0,182.0,188.0,187.0,212.0,221.0,170.0,174,166,121,244,2632.0,1.313,1.371,2.684,"95,8",156.0,175.0,187.0,176.0,211.0,181.0,146,207,195.0,223.0,827.0,2,0,2,0,4,4,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,2,0,0,2,2.0,12.0,27.0,202.0,0.0,0.0,0.0,0.0,1.0,3.0,7.5,53.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,61.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,,,,249.0,76,325.0,"76,62",105,144.0,249.0,"42,17",37,0.0,0.0,68.0,105.0,129.0,140.0,,,,1.065,0,0,1.065,1,0,1,0,0,24,0,8,0,0,,1,,1,0,3,2,4,4,0,0,0,0,0,0,0,"  89,19 "
Pademawu,Baddurih,"2,99","4,16","3,0",1.0,"12,0","12,0","8,0","7,0",0.0,4,4.0,1.0,7.0,921.0,1.001,1.922,"92,0",1.922,614.0,"642,8","3,1",141.0,138.0,160.0,122.0,193.0,142.0,173.0,135.0,153.0,109.0,161,101,97,97,1.922,986.0,987.0,1.973,"99,9",116.0,141.0,146.0,119.0,162.0,148.0,176,164,187.0,148.0,466.0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,1.0,8.0,11.0,156.0,0.0,0.0,0.0,0.0,1.0,3.0,7.5,53.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,17.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,,,,246.0,46,292.0,"84,25",61,185.0,246.0,"24,80",0,0.0,0.0,61.0,61.0,185.0,231.0,46,,46,672.0,0,0,672.0,0,0,0,0,0,24,0,20,0,0,,1,,3,0,2,2,4,4,0,0,0,0,0,1,0,"  97,62 "
Pademawu,Pagagan,"1,42","1,97","3,0",1.0,"10,0","10,0","10,0","5,0",0.0,3,3.0,1.0,7.0,1.117,1.211,2.328,"92,2",2.328,749.0,"778,6","3,1",162.0,184.0,144.0,178.0,175.0,154.0,232.0,235.0,108.0,165.0,103,209,102,177,2.328,1.148,1.192,2.34,"96,3",140.0,181.0,165.0,160.0,145.0,206.0,165,166,206.0,226.0,580.0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2.0,12.0,24.0,220.0,0.0,0.0,0.0,0.0,1.0,3.0,7.5,53.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,17.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,,,,94.0,17,111.0,"84,68",20,74.0,94.0,"21,28",0,0.0,0.0,20.0,20.0,74.0,91.0,17,,17,719.0,0,0,719.0,0,1,0,0,0,21,0,7,0,0,,1,,3,0,4,2,4,4,0,0,0,0,0,1,0,"  94,57 "
Pademawu,Majungan,"3,62","5,03","2,0",1.0,"7,0","7,0","10,0","6,0",0.0,6,6.0,6.0,7.0,1.065,1.099,2.164,"96,9",2.164,653.0,"723,7","3,3",180.0,151.0,160.0,123.0,199.0,164.0,184.0,187.0,207.0,156.0,171,96,80,106,2.164,1.025,1.052,2.077,"97,4",131.0,161.0,164.0,115.0,136.0,148.0,170,143,177.0,162.0,570.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1.0,6.0,10.0,131.0,0.0,0.0,0.0,0.0,1.0,3.0,7.5,53.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,17.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,1,4,4,4,4,1,4,4,4,4,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,,,,328.0,39,367.0,"89,37",206,122.0,328.0,"62,80",176,0.0,0.0,30.0,206.0,122.0,161.0,39,,39,732.0,0,0,732.0,0,0,0,1,0,20,0,0,0,0,,1,,3,1,3,1,4,4,0,0,0,0,0,0,0,"  95,26 "
Pademawu,Padelegan,"9,07","12,61","4,0",1.0,"7,0","7,0","11,0","7,0",0.0,6,6.0,2.0,9.0,1.627,1.649,3.276,"98,7",3.276,979.0,"1.095,7","3,3",301.0,266.0,265.0,236.0,240.0,272.0,267.0,232.0,257.0,239.0,221,141,127,212,3.276,1.733,1.733,3.466,"100,0",254.0,272.0,303.0,209.0,274.0,269.0,247,270,279.0,225.0,864.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1.0,12.0,23.0,301.0,0.0,0.0,0.0,0.0,1.0,3.0,7.5,53.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,17.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,1,4,4,4,4,2,4,4,4,4,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,,,,121.0,35,156.0,"77,56",52,69.0,121.0,"42,98",29,0.0,0.0,23.0,52.0,69.0,104.0,35,,35,1.077,0,0,1.077,0,0,1,0,0,63,0,11,0,0,,1,,1,0,3,2,4,4,0,0,0,0,0,2,0,"  95,07 "
Pademawu,Tanjung,"7,45","10,36","8,0",1.0,"3,0","3,0","10,0","9,0",0.0,9,9.0,2.0,9.0,3.409,3.642,7.051,"93,6",7.051,1.865,"2.358,2","3,8",513.0,545.0,512.0,568.0,570.0,483.0,666.0,633.0,544.0,515.0,465,344,303,390,7.051,3.551,3.84,7.391,"92,5",494.0,556.0,561.0,452.0,572.0,543.0,496,536,646.0,666.0,1.869,6,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,2,6.0,37.0,76.0,634.0,0.0,0.0,0.0,0.0,1.0,3.0,7.5,53.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,17.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,4,4,4,4,4,1,4,4,4,4,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,,,,740.0,278,1.018,"72,69",511,229.0,740.0,"69,05",451,0.0,0.0,60.0,511.0,229.0,507.0,278,,278,2.57,0,0,2.57,0,0,0,0,0,100,0,21,0,0,,1,,1,2,3,1,4,4,0,0,0,0,0,0,0,"  93,02 "
Pademawu,Pademawu Timur,"7,01","9,75","8,0",1.0,"2,0","2,0","8,0","5,0",0.0,9,9.0,1.0,9.0,3.282,3.561,6.843,"92,2",6.843,1.879,"2.288,6","3,6",457.0,509.0,513.0,459.0,456.0,466.0,491.0,539.0,468.0,500.0,573,468,317,627,6.843,3.464,3.672,7.136,"94,3",238.0,350.0,307.0,244.0,241.0,281.0,331,379,453.0,335.0,1.149,3,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,3.0,24.0,39.0,379.0,0.0,0.0,0.0,0.0,1.0,3.0,7.5,53.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,17.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,1,4,4,4,4,4,4,4,4,4,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,,,,590.0,104,694.0,"85,01",345,245.0,590.0,"58,47",325,0.0,0.0,20.0,345.0,245.0,349.0,104,,104,2.273,0,0,2.273,0,0,2,0,0,80,0,25,0,0,,1,,1,1,4,1,4,4,0,0,0,0,0,1,0,"  91,50 "
Pademawu,Jarin,"4,94","6,87","8,0",1.0,"7,0","7,0","6,0","2,0",0.0,6,6.0,1.0,8.0,1.935,2.089,4.024,"92,6",4.024,1.433,"1.345,8","2,8",305.0,292.0,241.0,190.0,313.0,357.0,379.0,331.0,291.0,319.0,302,294,218,192,4.024,2.133,2.175,4.308,"98,1",64.0,72.0,82.0,64.0,76.0,79.0,64,82,92.0,111.0,323.0,4,0,4,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,2,0,1,4.0,24.0,48.0,259.0,0.0,0.0,0.0,0.0,1.0,3.0,7.5,53.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,17.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,,,,467.0,94,561.0,"83,24",253,214.0,467.0,"54,18",235,0.0,0.0,18.0,253.0,214.0,308.0,94,,94,1.474,0,0,1.474,0,0,0,0,0,2,0,5,0,0,,1,,3,1,4,1,4,4,0,0,0,0,0,1,0,"  96,15 "
Pademawu,Prekbun,"1,04","1,45","8,0",1.0,"6,0","6,0","4,5","0,5",1.0,2,2.0,1.0,5.0,524.0,585.0,1.109,"89,6",1.109,363.0,"370,9","3,1",77.0,81.0,84.0,74.0,67.0,72.0,89.0,92.0,85.0,107.0,83,45,56,97,1.109,539.0,570.0,1.109,"94,6",71.0,90.0,82.0,63.0,74.0,96.0,86,76,81.0,93.0,378.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1.0,6.0,11.0,62.0,0.0,0.0,0.0,0.0,1.0,3.0,7.5,53.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,17.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,1,2,4,4,4,2,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,,,,97.0,16,113.0,"85,84",58,39.0,97.0,"59,79",53,0.0,0.0,5.0,58.0,39.0,55.0,16,,16,368.0,0,0,368.0,0,1,0,0,0,10,0,8,0,0,,1,,3,0,4,1,4,4,0,0,0,0,0,1,0,"  93,85 "
Pademawu,Sopa'ah,"1,38","1,92","8,0",1.0,"4,0","4,0","2,0",,0.0,2,2.0,1.0,5.0,486.0,519.0,1.005,"93,6",1.005,318.0,"336,1","3,2",61.0,61.0,66.0,65.0,65.0,47.0,58.0,80.0,96.0,104.0,89,65,39,109,1.005,583.0,607.0,1.19,"96,0",86.0,76.0,86.0,83.0,86.0,93.0,85,82,89.0,100.0,370.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,1.0,7.0,9.0,98.0,0.0,0.0,0.0,0.0,1.0,3.0,7.5,53.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,17.5,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,4,1,1,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,,,,134.0,25,159.0,"84,28",91,43.0,134.0,"67,91",75,0.0,0.0,16.0,91.0,43.0,68.0,25,,25,341.0,0,0,341.0,0,0,0,0,0,23,0,7,0,0,,1,,3,0,3,1,4,4,0,0,0,0,0,1,0,"  95,07 "
Pademawu,Buddih,"0,96","1,34","8,0",1.0,"5,0","5,0","2,0","1,0",0.0,3,3.0,1.0,5.0,549.0,581.0,1.13,"94,5",1.13,335.0,"377,9","3,4",74.0,82.0,89.0,67.0,84.0,73.0,84.0,89.0,96.0,95.0,89,73,51,84,1.13,605.0,631.0,1.236,"95,9",177.0,219.0,212.0,194.0,194.0,244.0,197,241,225.0,249.0,831.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2.0,12.0,20.0,216.0,0.0,0.0,0.0,0.0,1.0,3.0,7.5,53.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,17.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,,,,105.0,23,128.0,"82,03",39,66.0,105.0,"37,14",35,0.0,0.0,4.0,39.0,66.0,89.0,23,,23,385.0,0,0,385.0,0,0,0,0,0,1,0,5,0,0,,1,,3,1,4,1,4,4,0,0,0,0,0,1,0,"  93,30 "
Pademawu,Durbuk,"2,72","3,78","8,0",1.0,"4,0","4,0","5,0","1,5",0.0,4,4.0,1.0,7.0,1.332,1.394,2.726,"95,6",2.726,767.0,"911,7","3,6",193.0,223.0,194.0,206.0,167.0,203.0,192.0,216.0,213.0,204.0,204,162,134,215,2.726,1.455,1.528,2.983,"95,2",206.0,235.0,265.0,211.0,265.0,234.0,253,272,297.0,260.0,934.0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2.0,14.0,27.0,210.0,0.0,0.0,0.0,0.0,1.0,3.0,7.5,53.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,17.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,,,,271.0,51,322.0,"84,16",186,85.0,271.0,"68,63",173,0.0,0.0,13.0,186.0,85.0,136.0,51,,51,904.0,0,0,904.0,0,0,0,0,0,16,0,4,0,0,,1,,1,0,4,1,4,4,0,0,0,0,0,1,0,"  92,83 "
